,report_name,report_period,pbls_year,sector
644,2019 LG생활건강 CSR 보고서,2019.1~2019.12,2020,Household and Personal Products
645,2019 NPS 지속가능경영보고서,2018.1~2018.12,2019,Public Agency
646,2019 OCI 통합보고서,2019.1~2019.12,2020,Chemicals
647,2019 S-OIL 지속가능성보고서,2019.1~2019.12,2020,Energy
648,2019 Samsung Engineering Sustainability Report,2019.1~2019.12,2020,Construction
649,2019 SK가스 지속가능경영보고서,2019.1~2019.12,2020,석유 및 가스
650,2019 SK주식회사 지속가능경영보고서,2018.1~2018.12,2019,Conglomerates
651,2019 SK케미칼 지속가능경영보고서,2019.1~2019.12,2020,Chemicals
652,2019 SK텔레콤 통합보고서,2019.1~2019.12,2020,Telecommunications
653,2019 강원랜드 지속가능경영보고서,2019.1~2019.12,2020,Tourism&Leisure
654,2019 경기도지속가능발전협의회 지속가능성 보고서,2019.1~2019.12,2020,Non-Profit&Services
655,2019 교보생명 지속가능경영보고서,2019.1~2019.12,2020,Financial Services
656,2019 국제뇌교육협회 지속가능성보고서,2017.1~2018.12,2019,Non-Profit&Services
657,2019 금호석유화학 지속가능경영보고서,2019.1~2019.12,2020,석유화학
658,2019 대신증권 지속가능경영보고서,2018.1~2019.12,2020,Financial Services
659,2019 대우건설 지속가능경영보고서,2018.1~2018.12,2019,Construction
660,2019 대한항공 지속가능성 보고서,2018.1~2018.12,2019,Aviation
661,2019 독립기념관 사회적가치실현 보고서,2019.1~2019.12,2021,Public Agency
662,2019 두산중공업 통합보고서,2019.1~2019.12,2020,Constructions Materials
663,2019 롯데건설 지속가능경영보고서,2018.1~2018.12,2019,Construction
664,2019 롯데정밀화학 지속가능경영보고서,2019.1~2019.12,2020,Chemicals
665,2019 만도 지속가능경영보고서,2019.1~2019.12,2020,Equipment
666,2019 메리츠종금증권 지속가능경영보고서,2018.1~2019.12,2020,Financial Services
667,2019 미래에셋대우 통합보고서,2018.1~2018.12,2019,Financial Services
668,2019 삼성SDI 지속가능성보고서,2019.1~2019.12,2020,Commercial Service
669,2019 삼성물산 CSR 보고서,2018.1~2018.12,2019,Construction
670,2019 삼성전기 지속가능성보고서,2019.1~2019.12,2020,Equipment
671,2019 삼성중공업 지속가능경영보고서,2019.1~2019.12,2020,Constructions Materials
672,2019 삼성증권 통합보고서,2019.1~2019.12,2020,Financial Services
673,2019 삼성화재 지속가능경영보고서,2018.1~2018.12,2019,Financial Services
674,2019 삼일회계법인 지속가능경영보고서,2018.1~2019.6,2019,Other
675,2019 서울시NPO지원센터 지속가능성보고서,2019.1~2019.12,2020,Public Agency
676,2019 신한금융그룹 사회책임보고서,2019.1~2019.12,2020,Financial Services
677,2019 쌍용양회 지속가능경영보고서,2019.1~2019.12,2020,Others
678,2019 아모레퍼시픽그룹 지속가능성 보고서,2019.1~2019.12,2020,Household and Personal Products
679,2019 아시아문화원 지속가능경영보고서,2019.1~2019.12,2019,Public Agency
680,2019 예금보험공사 사회적가치실현보고서,2019.1~2019.12,2020,Public Agency
681,2019 우리금융그룹 지속가능경영보고서,2019.1~2019.12,2020,Financial Services
682,2019 유한킴벌리 지속가능성보고서,2018.1~2018.12,2019,Household and Personal Products
683,2019 인천항만공사 지속가능경영보고서,2019.1~2019.12,2020,Public Agency
684,2019 지평 지속가능성보고서,2019.1~2019.12,2020,Other
685,2019 코웨이 지속가능경영보고서,2019.1~2019.12,2020,Household and Personal Products
686,2019 태광실업 지속가능경영보고서,2019.1~2019.12,2020,Household and Personal Products
687,2019 포스코건설 기업시민보고서,2019.1~2019.12,2020,Construction
688,2019 포스코인터내셔널 지속가능경영보고서,2019.1~2019.12,2020,Trade
689,2019 하나금융그룹 지속가능경영보고서,2019.1~2019.12,2020,Financial Services
690,2019 한국가스공사 지속가능경영보고서,2018.1~2018.12,2019,Public Agency
691,2019 한국공항공사 사회책임경영보고서,2018.1~2018.12,2019,Public Agency
692,2019 한국광물자원공사 지속가능경영보고서,2019.1~2019.12,2020,Public Agency
693,2019 한국국토정보공사 지속가능경영보고서,2018.1~2018.12,2020,Real Estate
694,2019 한국바스프 기업보고서,2019.1~2019.12,2020,Chemicals
695,2019 한국수력원자력 지속가능경영보고서,2018.1~2018.12,2019,Energy
696,2019 한국예탁결제원 지속가능경영보고서,2018.1~2018.12,2019,Public Agency
697,2019 한국임업진흥원 사회적 가치 보고서,2019.1~2019.12,2020,Public Agency
698,2019 한국전력공사 지속가능경영보고서,2018.1~2018.12,2019,Energy
699,2019 한국중부발전 지속가능경영보고서,2017.1~2019.12,2020,Energy
700,2019 한솔제지 지속가능경영보고서,2016.1~2018.12,2019,Forest and Paper Products
701,2019 현대건설 지속가능경영보고서,2018.1~2018.12,2019,Construction
702,2019 현대글로비스 지속가능경영보고서,2018.1~2018.12,2019,Others
703,2019 현대상선 지속가능경영보고서,2016.1~2019.6,2019,종합식품
704,2019 현대중공업그룹 통합보고서,2018.1~2018.12,2019,Constructions Materials
705,2019-2020 LG CNS 지속가능경영보고서,2019.1~2019.12,2020,Commercial Service
706,2019-2020 LG 전자 지속가능경영보고서,2019.1~2019.12,2020,Consumer Durables
707,2019-2020 LG디스플레이 지속가능경영 보고서,2019.1~2019.12,2020,Equipment
708,2019-2020 LG상사 지속가능경영 보고서,2019.1~2019.12,2020,Commercial Service
709,2019-2020 LG이노텍 지속가능경영보고서,2019.1~2019.12,2020,Technology Hardware
710,2019-2020 LS산전 지속가능경영보고서,2019.1~2019.12,2020,Metals Products
711,2019-2020 울산항만공사 지속가능경영보고서,2018.1~2019.12,2020,Public Agency
712,2019-2020 해양환경공단 사회적가치실현보고서,2019.1~2019.12,2020,Public Agency
713,2019~20 KCC 지속가능성보고서,2019.1~2019.12,2020,Constructions Materials
714,2019~2020 인천국제공항공사 사회적가치실현보고서,2019.1~2019.12,2020,Public Agency
715,2019년 JB금융그룹 통합연차보고서,2019.1~2019.12,2020,Financial Services
716,2019년 포스코에너지 기업시민보고서,2019.1~2019.12,2020,Energy
717,2020 Fast Retailing Sustainability Report,2018.9~2019.8,2020,Textiles and Apparel
718,2020 JPDC 지속가능경영보고서,2019.1~2019.12,2020,Public Agency
719,2020 KSS해운 지속가능경영보고서,2017.1~2019.12,2020,Others
720,2020 LG하우시스 지속가능경영보고서,2019.1~2019.12,2020,Constructions Materials
721,2020 NH투자증권 지속가능경영보고서,2019.1~2019.12,2020,Financial Services
722,2020 SK hynix 지속경영보고서,2019.1~2019.12,2020,Equipment
723,2020 SK주식회사 지속가능경영보고서,2019.1~2019.12,2020,Conglomerates
724,2020 대우건설 지속가능경영보고서,2019.1~2019.12,2020,Construction
725,2020 대한항공 지속가능성 보고서,2019.1~2019.12,2020,Aviation
726,2020 롯데건설 지속가능경영보고서,2019.1~2019.12,2020,Construction
727,2020 미래에셋대우 통합보고서,2019.1~2019.12,2020,Financial Services
728,2020 삼성SDS 지속가능경영보고서,2018.1~2019.12,2020,IT service
729,2020 삼성생명 지속가능경영보고서,2019.1~2019.12,2020,Financial Services
730,2020 세방 지속가능경영 보고서,2019.1~2019.12,2020,Logistics
731,2020 아세아시멘트 지속가능경영보고서,2018.1~2019.12,2020,Other
732,2020 유한킴벌리 지속가능성보고서,2019.1~2019.12,2020,Household and Personal Products
733,2020 한국가스공사 지속가능경영보고서,2019.1~2019.12,2020,Public Agency
734,2020 한국석유공사 사회적가치실현보고서,2019.1~2019.12,2020,Public Agency
735,2020 한국수력원자력 지속가능경영보고서,2019.1~2019.12,2020,Energy
736,2020 한국수자원공사 지속가능경영보고서,2019.1~2019.12,2020,Energy
737,2020 한국자산관리공사 사회책임경영보고서,2019.1~2019.12,2020,Public Agency
738,2020 한국철도시설공단 지속가능경영보고서,2019.1~2019.12,2020,Railroad
739,2020 한샘 지속가능경영 보고서,2019.1~2019.12,2020,furniture
740,2020 한솔그룹 지속가능경영보고서,2019.1~2019.12,2020,Conglomerates
741,2020 한화투자증권 지속가능경영보고서,2019.1~2020.3,2020,Financial Services
742,2020 현대건설 지속가능경영보고서,2019.1~2019.12,2020,Construction
743,2020 현대글로비스 지속가능경영보고서,2019.1~2019.12,2020,Others
744,2020 현대모비스 지속가능성보고서,2019.1~2019.12,2020,Equipment
745,2020 현대엔지니어링 지속가능경영보고서,2019.1~2019.12,2021,Construction
746,2020 현대일렉트릭 통합보고서,2019.1~2019.12,2020,전기&전자 부품
747,2020 현대제철 통합보고서,2019.1~2019.12,2020,Metals Products
748,2020년 한국조선해양 통합보고서,2019.1~2019.12,2020,조선
749,2020년 현대건설기계 통합보고서,2019.1~2019.12,2020,Constructions Materials
750,2020년 현대위아 지속가능성 보고서,2019.1~2019.12,2020,Equipment
751,Achieving Sustainability 지속가능경영보고서 2006,2006.01~2006.12,2007,은행
752,Achieving Sustainability 지속가능경영보고서 2007,2007.01~2007.12,2009,은행
753,aT 2013 지속가능경영보고서,2013.01~2013.12,2014,Public Agency
754,BASF in Korea Report 2014,2014.01~2014.12,2015,Chemicals
755,BASF in Korea Report 2016,2016.1~2016.12,2017,Chemicals
756,BNK금융그룹 지속가능경영보고서 2014,2014.01~2014.12,2015,Financial Services
757,BNK금융그룹 지속가능경영보고서 2015,2015.1~2015.12,2016,Financial Services
758,BNK금융그룹 지속가능경영보고서 2016,2016.1~2016.12,2017,Financial Services
759,BNK금융그룹 지속가능경영보고서 2017,2017.1~2017.12,2018,Financial Services
760,BNK금융그룹 지속가능경영보고서 2018,2018.1~2018.12,2019,Financial Services
761,BNK금융그룹 지속가능경영보고서 2019,2019.1~2019.12,2020,Financial Services
762,BS금융그룹 지속가능경영보고서 2012,2012.01~2012.12,2013,Financial Services
763,BS금융그룹 지속가능경영보고서 2013,2013.1~2013.12,2014,Financial Services
764,CHANGE FOR SUSTAINABILITY 지속가능보고서 2010,2010.01~2010.12,2012,Financial Services
765,CHEIL INDUSTRIES 2008 Corporate Report,2008.01~2008.12,2008,Textiles and Apparel
766,CHEIL INDUSTRIES CORPORATE REPORT 2007,2007.01~2007.12,2007,Textiles and Apparel
767,CJ CHEIL JEDANG SUSTAINABILITY REPORT 2015,2015.1~2015.12,2016,Food and Beverage Products
768,CJ CHEILHEDANG SUSTAINABILITY REPORT 2016,2016.1~2016.12,2017,Food and Beverage Products
769,CJ CheilJedang Sustainability Report 2013,2012.01~2012.12,2014,Food and Beverage Products
770,CJ 대한통운 2018-2019 지속가능경영보고서,2018.1~2019.12,2019,물류서비스
771,CJ 제일제당 Sustainability Report 2017,2017.1~2017.12,2018,Food and Beverage Products
772,CJ대한통운 2016 지속가능경영보고서,2016.1~2016.12,2017,물류서비스
773,CJ대한통운 2017-2018 지속가능경영보고서,2017.1~2017.12,2018,물류서비스
774,CJ제일제당 지속가능경영 보고서 2018,2018.1~2018.12,2019,Food and Beverage Products
775,CJ제일제당 지속가능경영보고서 2009,2008.01~2008.12,2009,Food and Beverage Products
776,Clipidea 2017 지속가능성보고서,2011.12~2017.6,2017,Non-Profit&Services
777,COWAY Sustainability,2015.1~2015.12,2016,Household and Personal Products
778,Daelim 2012 Sustainability Report,2012.01~2012.12,2013,Construction
779,DAELIM 2013 지속가능경영보고서,2013.01~2013.12,2014,Construction
780,DB HiTeK Corporate Social Responsibility 2017-2018,2017.1~2017.12,2018,Technology Hardware
781,DB손해보험 INTEGRATED REPORT 2018,2017.1~2017.12,2019,Financial Services
782,DB손해보험 지속가능경영 통합보고서 2019,2018.1~2018.12,2019,Financial Services
783,DB하이텍 CSR Report 2018-2019,2018.1~2018.12,2019,Technology Hardware
784,DGB 금융그룹 2016~2017 지속가능경영보고서,2016.1~2016.12,2017,Financial Services
785,DGB금융그룹 2010~2011 지속가능경영보고서,2010.01~2010.12,2011,Financial Services
786,DGB금융그룹 2011~2012 지속가능경영보고서,2011.01~2011.12,2012,Financial Services
787,DGB금융그룹 2012-2013 지속가능경영보고서,2012.01~2012.12,2013,Financial Services
788,DGB금융그룹 2013-2014 지속가능경영보고서,2013.01~2013.12,2014,Financial Services
789,DGB금융그룹 2014-2015 지속가능경영보고서,2014.01~2014.12,2015,Financial Services
790,DGB금융그룹 2015-2016 지속가능경영보고서,2015.01~2015.12,2016,Financial Services
791,DGB금융그룹 2018-2019 지속가능경영보고서,2018.1~2018.12,2019,Financial Services
792,DGB금융그룹 2019-2020 지속가능경영보고서,2019.1~2019.12,2020,Financial Services
793,Dongbu HiTek Corporate Social Responsibility Report 2017,2016.1~2016.12,2017,Technology Hardware
794,Dongbu HiTek CSR Report 2015,2015.1~2015.12,2016,Technology Hardware
795,DONGBU INSURANCE INTEGRATED REPORT 2017,2016.1~2016.12,2017,Financial Services
796,DONGBU INSURANCE INTERGRATED REPORT 2016,2015.1~2015.12,2016,Financial Services
797,Dongbu Insurance Sustainability Report 2015,2013.04~2014.12,2015,Financial Services
798,Dongwon Group Sustainbility Report 2015,2015.1~2015.12,2016,Conglomerates
799,Doosan Infracore 2016 Integrated Report,2016.1~2016.12,2017,Constructions Materials
800,Doosan Infracore 2017 Integrated Report,2017.1~2017.12,2018,Constructions Materials
801,DSME 2013 지속가능경영보고서,2012.01~2012.12,2013,Other
802,Environmental Report 2009,2008.01~2008.12,2009,Constructions Materials
803,Environmental Report 2009,2008.07~2009.12,2010,Construction
804,EWP Sustainability Report 2015,2014.1~2014.12,2015,Energy
805,EWP Sustainability Report 2016,2015.1~2015.12,2016,Energy
806,Fast Retailing  CSR Report 2009,2009.1~2009.12,2009,Textiles and Apparel
807,Fast Retailing  CSR Report 2010,2010.1~2010.12,2010,Textiles and Apparel
808,Fast Retailing  CSR Report 2012,2012.1~2012.12,2012,Textiles and Apparel
809,Fast Retailing  CSR Report 2013,2013.1~2013.12,2013,Textiles and Apparel
810,Fast Retailing  CSR Report 2014,2014.1~2014.12,2014,Textiles and Apparel
811,Fast Retailing  CSR Report 2015,2015.1~2015.12,2015,Textiles and Apparel
812,Fast Retailing  CSR Report 2016,2016.1~2016.1,2016,Textiles and Apparel
813,Fast Retailing Sustainability Book 2019,2017.9~2018.8,2019,Textiles and Apparel
814,Fast Retailing 지속가능성보고서 2017,2017.1~2017.12,2017,Textiles and Apparel
815,For GMK 20XX - Competitiveness & Sustainability,2014.01~2014.12,2015,Automotive
816,Four Seasons of Sustainability 웅진코웨이 2007 지속가능성 보고서,2007.01~2007.12,2009,Household and Personal Products
817,GS E&C Integrated Report 2012,2012.01~2012.12,2013,Construction
818,GS E&C INTEGRATED REPORT 2014,2014.01~2014.12,2015,Construction
819,GS E&C INTEGRATED REPORT 2015,2015.1~2015.12,2016,Construction
820,GS E&C INTEGRATED REPORT 2016,2016.1~2016.12,2017,Construction
821,GS E&C INTEGRATED REPORT,2013.01~2013.12,2014,Construction
822,GS 칼텍스 2014 지속가능성보고서,2014.01~2014.12,2015,Energy
823,GS 칼텍스 2017 지속가능성 보고서,2017.1~2017.12,2018,Energy
824,GS건설 2010 지속가능경영보고서,2010.01~2010.12,2011,Construction
825,GS건설 통합보고서 2011,2011.01~2011.12,2012,Construction
826,GS건설 통합보고서 2017,2017.1~2017.12,2018,Construction
827,GS건설 통합보고서 2019,2018.1~2018.12,2019,Construction
828,GS건설 통합보고서2018,2018.1~2018.12,2019,Construction
829,GS칼텍스 2011 지속가능성보고서,2011.01~2011.12,2012,Energy
830,GS칼텍스 2012 지속가능성보고서,2012.01~2012.12,2013,Energy
831,GS칼텍스 2013 지속가능성보고서,2013.1~2013.12,2014,Energy
832,GS칼텍스 2015 지속가능성보고서,2015.1~2015.12,2016,Energy
833,GS칼텍스 2016 지속가능성보고서,2016.1~2016.12,2017,Energy
834,GS칼텍스 2018 지속가능성보고서,2018.1~2018.12,2019,Energy
835,GS칼텍스 2019 지속가능성보고서,2019.1~2019.12,2020,Energy
836,G마켓 2008 후원활동백서,2005.01~2008.12,2009,인터넷쇼핑몰
837,G마켓 2010 후원활동백서,2009.01~2010.12,2011,인터넷쇼핑몰
838,H&M 2014년 주요성과들,2013.12~2014.11,2015,Textiles and Apparel
839,H&M Conscious Actions Highlights 2015,2015.01~2015.12,2016,Textiles and Apparel
840,Hanhwa Chemical 2012 Sustainability Report,2011.01~2011.12,2012,Chemicals
841,HANJIN SHIPPING 2010 지속가능성보고서,2010.01~2010.12,2012,철강
842,HANKOOK TIRE CSR REPORT 2013~14,2013.01~2013.12,2014,Consumer Durables
843,HANKOOK Tire CSR Report 2014~15,2014.01~2014.12,2015,Consumer Durables
844,HANKOOK TIRE CSR REPORT 2015~16,2015.01~2015.12,2016,Consumer Durables
845,HANKOOK TIRE CSR REPORT 2016~17,2016.1~2016.12,2017,Consumer Durables
846,HANKOOK TIRE CSR REPORT 2017~18,2017.1~2017.12,2018,Consumer Durables
847,HHI INTEGRATED REPORT,2014.01~2014.12,2015,Constructions Materials
848,HHI Sustainability Report 2014,2013.1~2013.12,2014,Constructions Materials
849,Honam Sustainability Report 2011,2011.01~2011.12,2012,Chemicals
850,HPC Sustainability Report 2010,2010.01~2010.12,2011,Chemicals
851,HPC Sustainability Report 2010,2010.01~2010.12,2012,Chemicals
852,HYUNDAI ELEVATOR SUSTAINABILITY REPORT 2016,2015.1~2015.12,2016,Equipment
853,Hyundai Glovis Sustainability Report 2015,2014.1~2014.12,2015,Others
854,IBK 기업은행 2012 지속가능경영보고서,2011.01~2011.12,2013,은행
855,IBK 기업은행 2013 지속가능경영보고서,2012.01~2012.12,2014,은행
856,ICC Jeju 2008 지속가능보고서,2007.01~2008.06,2009,Other
857,In-Between 2006~2007 Sustainability Report,2004.01~2007.06,2007,은행
858,JDC 지속경영보고서,2003.01~2006.12,2007,조선
859,K-water 2010 지속가능경영 보고서,2009.01~2009.12,2010,Energy
860,K-water 2011 지속가능경영 보고서,2010.01~2010.12,2011,Energy
861,K-water 2012 지속가능경영보고서,2011.01~2011.12,2013,Energy
862,K-water 2014 지속가능경영보고서,2013.01~2013.12,2014,Energy
863,K-water 2015 지속가능경영보고서,2014.01~2014.12,2015,Energy
864,K-water 2016 지속가능경영보고서,2015.1~2016.11,2016,Energy
865,K-water 2018 지속가능경영보고서,2017.1~2017.12,2018,Energy
866,KANGWON LAND SUSTAINABILITY REPORT 2014,2014.1~2014.12,2015,Tourism&Leisure
867,Kangwon land sustainability report 2015,2015.01~2015.12,2016,Tourism&Leisure
868,Kangwon Land Sustainabliity Report 2011,2010.01~2010.12,2012,Tourism&Leisure
869,KB금융그룹 2011 지속가능경영 보고서,2011.01~2011.12,2012,Financial Services
870,KCC 지속가능경영보고서 2018~19,2018.1~2018.12,2019,Constructions Materials
871,KC그린홀딩스 2014 지속가능경영보고서,2013.01~2013.12,2014,Energy Utilities
872,KC그린홀딩스 2015 지속가능경영보고서,2014.01~2014.12,2015,Energy Utilities
873,KC그린홀딩스 2016 지속가능경영보고서,2015.1~2015.12,2016,Energy Utilities
874,KC그린홀딩스 2017 지속가능경영보고서,2016.1~2016.12,2017,Energy Utilities
875,KC그린홀딩스 2018 지속가능경영보고서,2017.1~2017.12,2018,Energy Utilities
876,KC그린홀딩스 2019 지속가능경영보고서,2018.1~2018.12,2019,Energy Utilities
877,KC그린홀딩스 2020 지속가능경영보고서,2019.1~2019.12,2020,Energy Utilities
878,KDB Daewoo Securities Sustainability Report 2013,2010.01~2012.12,2013,Financial Services
879,KDB Daewoo Securities Sustainability Report 2015,2012.01~2014.12,2015,Financial Services
880,KDN Sustainabiliy Report2007,2007.01~2007.12,2008,종합식품
881,KEPCO 2012 지속가능경영보고서,2011.01~2011.12,2012,Energy
882,KEPCO 2013 지속가능경영보고서,2012.01~2012.12,2014,Energy
883,KEPCO 지속가능경영보고서 2010,2009.01~2009.12,2010,Energy
884,KEPCO 지속가능경영보고서 2011,2010.01~2010.12,2011,Energy
885,Kia Motors Sustainability Magazine 2009,2006.01~2008.12,2010,Automotive
886,Kia Motors Sustainability Magazine 2010,2009.01~2009.12,2010,Automotive
887,Kia Motors Sustainability Magazine 2011,2006.01~2010.12,2011,Automotive
888,Kia Motors Sustainability Magazine 2012,2009.01~2011.12,2012,Automotive
889,Kia Motors Sustainability Magazine 2013,2010.01~2012.12,2013,Automotive
890,Kia Motors Sustainability Magazine 2016,2015.01~2015.12,2016,Automotive
891,Kia Motors Sustainability Magazine 2017,2016.1~2016.12,2017,Automotive
892,Kia Motors Sustainability Magazine 2019,2018.1~2018.12,2019,Automotive
893,Kia Motors Sustainability Magazine 2020,2017.1~2019.12,2020,Automotive
894,Kia Motors Sustainability Report 2006,2000.01~2005.12,2006,Automotive
895,Kia Motors Sustainability Report 2007,2006.01~2006.12,2007,Automotive
896,Kia Motors Sustainability Report 2008,2007.01~2007.12,2008,Automotive
897,KICOX 2011 Sustainability Report,2009.01~2011.12,2012,SOC시설관리
898,KOGAS 지속가능경영보고서 2018,2017.1~2017.12,2018,Public Agency
899,KORAIL 2010 지속가능경영보고서,2010.01~2010.12,2011,Railroad
900,KORAIL 2011 지속경영보고서,2011.01~2011.12,2012,Railroad
901,KORAIL 2013 지속경영보고서,2013.1~2013.12,2014,Railroad
902,KORES Sustainability Value Report 2008,2008.01~2008.12,2009,Public Agency
903,KORES Sustainability Value Report 2012,2012.01~2012.12,2014,Public Agency
904,KORES Sustainability Value Report 2013,2013.1~2013.12,2014,Public Agency
905,KOSPO 지속가능경영보고서 2012,2011.01~2012.12,2013,Energy
906,KOTRA Integrated Sustainability Report 2013,2013.01~2013.12,2014,Public Agency
907,KR Sustainability Report 2007,2007.01~2007.12,2008,Railroad
908,KRA 2011 지속가능경영보고서,2010.01~2010.12,2012,Public Agency
909,KRA 2013 지속가능경영보고서,2012.1~2012.12,2013,Public Agency
910,KSA 2011 지속가능성보고서,2009.01~2010.12,2012,Other
911,KSA 통합 지속가능성보고서,2013.1~2014.12,2015,Other
912,KSD 2012 지속가능경영보고서,2010.01~2012.12,2013,Public Agency
913,KSPO 지속가능보고서 2010,2010.01~2010.12,2012,Public Agency
914,KSS해운 지속가능경영보고서 2018,2014.1~2017.12,2018,Others
915,KT 2006 기업의 사회적 책임보고서,2005.01~2006.05,2006,Telecommunications
916,KT 2007 기업의 사회적 책임보고서,2006.01~2007.03,2007,Telecommunications
917,KT 2008 기업의 사회적 책임보고서,2007.01~2007.12,2008,Telecommunications
918,KT 2010 지속가능성 보고서,2009.01~2009.12,2010,Telecommunications
919,Kt Integrated Report 2014,2013.01~2013.12,2014,Telecommunications
920,kt Integrated Report 2015,2014.01~2014.12,2015,Telecommunications
921,KT Integrated Report 2016,2015.01~2015.12,2016,Telecommunications
922,KT Integrated Report 2017,2016.1~2016.12,2017,Telecommunications
923,KT Integrated Report 2018,2017.1~2017.12,2018,Telecommunications
924,KT Integrated Report 2019,2018.1~2018.12,2019,Telecommunications
925,KT Intergrated Report 2020,2019.1~2019.12,2020,Telecommunications
926,KT 지속가능경영보고서 2012,2011.01~2011.12,2012,Telecommunications
927,KT 통합보고서 2019,2018.1~2019.7,2019,Telecommunications
928,KT&G 2007 지속가능성보고서,2007.01~2007.12,2008,Tobacco
929,KT&G 2010~11 지속가능보고서,2010.01~2011.12,2011,Tobacco
930,KT&G 2012~13 지속가능보고서,2012.01~2013.12,2014,Tobacco
931,KT&G 2014~15 지속가능보고서,2014.1~2015.12,2016,Tobacco
932,KUMHO TIRE ANNUAL REPORT 2018,2018.1~2018.12,2019,Others
933,Kumho Tire Sustainability Report 2013~2014,2013.01~2013.12,2014,Others
934,kwater 2017 지속가능경영보고서,2016.1~2016.12,2017,Energy
935,KYOBO Life Sustainability Report 2012,2012.04~2013.03,2013,Financial Services
936,LG Chem 2014 S u s t a i n a b i l i t y R e p o r t,2014.01~2014.12,2015,Chemicals
937,LG Chem 2017 Sustainability Report,2017.1~2017.12,2018,Chemicals
938,LG Chem Sustainability report 2015,2015.01~2015.12,2016,Chemicals
939,LG CHEM SUSTAINABILITY REPORT,2016.1~2016.12,2017,Chemicals
940,LG CNS Sustainability Report 2016-2017,2016.1~2016.12,2017,Commercial Service
941,LG Hausys Sustainability Report 2016,2015.1~2015.12,2016,Constructions Materials
942,LG U+ 2012 지속가능경영보고서,2012.01~2012.12,2013,Telecommunications
943,LG U+ 2013 지속가능경영보고서,2013.01~2013.12,2014,Telecommunications
944,LG U+ 2014 지속가능경영보고서,2014.1~2014.12,2015,Telecommunications
945,LG U+ 2016 Sustainability Report,2016.1~2016.12,2017,Telecommunications
946,LG U+ 2018 지속가능경영 보고서,2018.1~2018.12,2019,Telecommunications
947,LG U+ 지속가능경영보고서 2017,2017.1~2017.12,2018,Telecommunications
